retriever,config,param_topk,param_topk_e,param_cost_e,param_tie_break,qid,question,kind,validated,answer_node_recall,skipped_reason,edge_recall,edge_precision,nodes,edges,chars,node_fraction,connected,param_k,condition,question_language,catalogue_language,hierarchy,qkind
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-1,"infektion des harntrakts, grad zwei",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"catalogue (en), question de",de,en,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-2,"lungenentzuendung, grad drei",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"catalogue (en), question de",de,en,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-3,"herzinsuffizienz, grad vier",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"catalogue (en), question de",de,en,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-4,"chronische erkrankung, grad fuenf",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"catalogue (en), question de",de,en,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-5,"akute entzuendung, ohne angabe",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"catalogue (en), question de",de,en,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-6,"sekundaere stoerung, mit komplikationen",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"catalogue (en), question de",de,en,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-7,"nicht naeher bezeichnete komplikation, nicht naeher bezeichnet",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"catalogue (en), question de",de,en,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"catalogue (en), question de",de,en,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-1,"akute entzuendung, grad zwei",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"catalogue (en), question de",de,en,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-2,"sekundaere stoerung, grad drei",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"catalogue (en), question de",de,en,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-3,"nicht naeher bezeichnete komplikation, grad vier",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"catalogue (en), question de",de,en,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-4,"transplantatabstossung, grad fuenf",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"catalogue (en), question de",de,en,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-5,"nierenfunktionsstoerung, ohne angabe",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"catalogue (en), question de",de,en,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-6,"bluthochdruck, mit komplikationen",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"catalogue (en), question de",de,en,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-7,"zuckerkrankheit, nicht naeher bezeichnet",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"catalogue (en), question de",de,en,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-8,"blutarmut, grad eins",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"catalogue (en), question de",de,en,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-9,"infektion des harntrakts, grad zwei",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"catalogue (en), question de",de,en,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-0,"blutarmut, grad eins",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question de",de,en,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-1,"infektion des harntrakts, grad zwei",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question de",de,en,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-2,"lungenentzuendung, grad drei",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question de",de,en,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-3,"herzinsuffizienz, grad vier",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question de",de,en,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-4,"chronische erkrankung, grad fuenf",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question de",de,en,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-5,"akute entzuendung, ohne angabe",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question de",de,en,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-6,"sekundaere stoerung, mit komplikationen",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question de",de,en,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-7,"nicht naeher bezeichnete komplikation, nicht naeher bezeichnet",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question de",de,en,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question de",de,en,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-1,"akute entzuendung, grad zwei",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question de",de,en,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-2,"sekundaere stoerung, grad drei",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question de",de,en,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-3,"nicht naeher bezeichnete komplikation, grad vier",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question de",de,en,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-4,"transplantatabstossung, grad fuenf",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question de",de,en,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-5,"nierenfunktionsstoerung, ohne angabe",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question de",de,en,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-6,"bluthochdruck, mit komplikationen",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question de",de,en,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-7,"zuckerkrankheit, nicht naeher bezeichnet",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question de",de,en,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-8,"blutarmut, grad eins",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question de",de,en,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-9,"infektion des harntrakts, grad zwei",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question de",de,en,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-0,"anaemia, first degree",entity,False,1.0,,,0.0,11,10,1011,0.0066344993968636915,True,,"catalogue (en), question en",en,en,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-1,"urinary tract infection, second degree",entity,False,1.0,,,0.0,11,10,1022,0.0066344993968636915,True,,"catalogue (en), question en",en,en,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-2,"pneumonia, third degree",entity,False,1.0,,,0.0,11,10,1011,0.0066344993968636915,True,,"catalogue (en), question en",en,en,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-3,"heart failure, fourth degree",entity,False,1.0,,,0.0,11,10,1035,0.0066344993968636915,True,,"catalogue (en), question en",en,en,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-4,"chronic disease, fifth degree",entity,False,1.0,,,0.0,11,10,1014,0.0066344993968636915,True,,"catalogue (en), question en",en,en,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-5,"acute inflammation, unspecified",entity,False,1.0,,,0.0,10,9,970,0.006031363088057901,True,,"catalogue (en), question en",en,en,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-6,"secondary disorder, with complications",entity,False,1.0,,,0.0,10,9,931,0.006031363088057901,True,,"catalogue (en), question en",en,en,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-7,"unspecified complication, not otherwise specified",entity,False,1.0,,,0.0,10,9,967,0.006031363088057901,True,,"catalogue (en), question en",en,en,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-0,"chronic disease, first degree",entity,False,1.0,,,0.0,11,10,1014,0.0066344993968636915,True,,"catalogue (en), question en",en,en,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-1,"acute inflammation, second degree",entity,False,1.0,,,0.0,11,10,1038,0.0066344993968636915,True,,"catalogue (en), question en",en,en,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-2,"secondary disorder, third degree",entity,False,1.0,,,0.0,11,10,1047,0.0066344993968636915,True,,"catalogue (en), question en",en,en,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-3,"unspecified complication, fourth degree",entity,False,1.0,,,0.0,11,10,1056,0.0066344993968636915,True,,"catalogue (en), question en",en,en,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-4,"transplant rejection, fifth degree",entity,False,1.0,,,0.0,11,10,1035,0.0066344993968636915,True,,"catalogue (en), question en",en,en,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-5,"impaired kidney function, unspecified",entity,False,1.0,,,0.0,10,9,967,0.006031363088057901,True,,"catalogue (en), question en",en,en,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-6,"high blood pressure, with complications",entity,False,1.0,,,0.0,12,11,1445,0.007237635705669481,True,,"catalogue (en), question en",en,en,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-7,"diabetes mellitus, not otherwise specified",entity,False,1.0,,,0.0,10,9,940,0.006031363088057901,True,,"catalogue (en), question en",en,en,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-8,"anaemia, first degree",entity,False,1.0,,,0.0,11,10,1011,0.0066344993968636915,True,,"catalogue (en), question en",en,en,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-9,"urinary tract infection, second degree",entity,False,1.0,,,0.0,11,10,1022,0.0066344993968636915,True,,"catalogue (en), question en",en,en,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-0,"anaemia, first degree",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question en",en,en,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-1,"urinary tract infection, second degree",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question en",en,en,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-2,"pneumonia, third degree",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question en",en,en,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-3,"heart failure, fourth degree",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question en",en,en,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-4,"chronic disease, fifth degree",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question en",en,en,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-5,"acute inflammation, unspecified",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question en",en,en,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-6,"secondary disorder, with complications",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question en",en,en,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-7,"unspecified complication, not otherwise specified",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question en",en,en,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-0,"chronic disease, first degree",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question en",en,en,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-1,"acute inflammation, second degree",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question en",en,en,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-2,"secondary disorder, third degree",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question en",en,en,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-3,"unspecified complication, fourth degree",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question en",en,en,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-4,"transplant rejection, fifth degree",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question en",en,en,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-5,"impaired kidney function, unspecified",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question en",en,en,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-6,"high blood pressure, with complications",entity,False,0.0,,,0.0,11,10,1242,0.0066344993968636915,True,10.0,"catalogue (en), question en",en,en,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-7,"diabetes mellitus, not otherwise specified",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question en",en,en,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-8,"anaemia, first degree",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question en",en,en,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-9,"urinary tract infection, second degree",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"catalogue (en), question en",en,en,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-0,"anaemia, first degree",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"no catalogue, question en",en,-,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-1,"urinary tract infection, second degree",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"no catalogue, question en",en,-,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-2,"pneumonia, third degree",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"no catalogue, question en",en,-,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-3,"heart failure, fourth degree",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"no catalogue, question en",en,-,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-4,"chronic disease, fifth degree",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"no catalogue, question en",en,-,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-5,"acute inflammation, unspecified",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"no catalogue, question en",en,-,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-6,"secondary disorder, with complications",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"no catalogue, question en",en,-,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-7,"unspecified complication, not otherwise specified",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"no catalogue, question en",en,-,False,dx-named
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-0,"chronic disease, first degree",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"no catalogue, question en",en,-,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-1,"acute inflammation, second degree",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"no catalogue, question en",en,-,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-2,"secondary disorder, third degree",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"no catalogue, question en",en,-,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-3,"unspecified complication, fourth degree",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"no catalogue, question en",en,-,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-4,"transplant rejection, fifth degree",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"no catalogue, question en",en,-,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-5,"impaired kidney function, unspecified",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"no catalogue, question en",en,-,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-6,"high blood pressure, with complications",entity,False,0.0,,,0.0,17,16,2041,0.010253317249698432,True,,"no catalogue, question en",en,-,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-7,"diabetes mellitus, not otherwise specified",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"no catalogue, question en",en,-,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-8,"anaemia, first degree",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"no catalogue, question en",en,-,False,dx-codeonly
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-9,"urinary tract infection, second degree",entity,False,0.0,,,0.0,10,9,863,0.006031363088057901,True,,"no catalogue, question en",en,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-0,"anaemia, first degree",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"no catalogue, question en",en,-,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-1,"urinary tract infection, second degree",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"no catalogue, question en",en,-,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-2,"pneumonia, third degree",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"no catalogue, question en",en,-,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-3,"heart failure, fourth degree",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"no catalogue, question en",en,-,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-4,"chronic disease, fifth degree",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"no catalogue, question en",en,-,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-5,"acute inflammation, unspecified",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"no catalogue, question en",en,-,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-6,"secondary disorder, with complications",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"no catalogue, question en",en,-,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-7,"unspecified complication, not otherwise specified",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"no catalogue, question en",en,-,False,dx-named
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-0,"chronic disease, first degree",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"no catalogue, question en",en,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-1,"acute inflammation, second degree",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"no catalogue, question en",en,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-2,"secondary disorder, third degree",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"no catalogue, question en",en,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-3,"unspecified complication, fourth degree",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"no catalogue, question en",en,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-4,"transplant rejection, fifth degree",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"no catalogue, question en",en,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-5,"impaired kidney function, unspecified",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"no catalogue, question en",en,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-6,"high blood pressure, with complications",entity,False,0.0,,,0.0,11,10,1242,0.0066344993968636915,True,10.0,"no catalogue, question en",en,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-7,"diabetes mellitus, not otherwise specified",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"no catalogue, question en",en,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-8,"anaemia, first degree",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"no catalogue, question en",en,-,False,dx-codeonly
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-9,"urinary tract infection, second degree",entity,False,0.0,,,0.0,11,10,955,0.0066344993968636915,True,10.0,"no catalogue, question en",en,-,False,dx-codeonly
